action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent,shot_id
35,3,271,20500802,33.9293,123,115,-118.1468,7,3,0,19,37,16,1.0,1,1,2,3,1466,68,33,8912
35,3,274,20500802,33.8683,-194,176,-118.4638,7,3,0,19,12,26,1.0,2,6,5,5,1466,68,33,8913
35,3,335,20500802,33.9373,143,107,-118.1268,10,4,0,19,41,17,0.0,1,1,2,3,1466,68,33,8914
19,4,341,20500802,34.0443,0,0,-118.2698,10,4,0,19,14,0,1.0,1,4,4,1,1466,68,33,8915
35,3,350,20500802,33.9523,-118,92,-118.3878,8,4,0,19,52,14,0.0,1,3,2,4,1466,68,33,8916
28,3,353,20500802,34.0113,-113,33,-118.3828,8,4,0,19,42,11,1.0,1,3,2,4,1466,68,33,8917
19,4,358,20500802,34.0443,0,0,-118.2698,8,4,0,19,15,0,,1,4,4,1,1466,68,33,8918
35,3,360,20500802,34.0423,-189,2,-118.4588,8,4,0,19,12,18,1.0,1,3,2,3,1466,68,33,8919
35,3,371,20500802,33.9723,130,72,-118.1398,6,4,0,19,47,14,0.0,1,5,2,4,1466,68,33,8920
35,3,382,20500802,33.8303,-130,214,-118.3998,5,4,0,19,36,25,1.0,2,6,5,5,1466,68,33,8921
35,3,392,20500802,33.8423,163,202,-118.1068,4,4,0,19,58,25,0.0,2,1,5,5,1466,68,33,8922
34,1,399,20500802,34.0443,0,0,-118.2698,4,4,0,19,33,0,1.0,1,4,4,1,1466,68,33,8923
4,4,5,20500813,34.0443,0,0,-118.2698,11,1,0,19,5,0,0.0,1,4,4,1,1009,65,3,8924
35,3,58,20500813,33.9273,169,117,-118.1008,4,1,0,19,57,20,1.0,1,5,2,3,1009,65,3,8925
35,3,60,20500813,33.8813,-135,163,-118.4048,4,1,0,19,26,21,0.0,1,6,2,3,1009,65,3,8926
7,4,64,20500813,34.0443,0,0,-118.2698,4,1,0,19,8,0,1.0,1,4,4,1,1009,65,3,8927
35,3,68,20500813,33.9013,128,143,-118.1418,3,1,0,19,32,19,0.0,1,1,2,3,1009,65,3,8928
35,3,96,20500813,33.7863,-94,258,-118.3638,0,1,0,19,55,27,1.0,2,6,5,5,1009,65,3,8929
35,3,109,20500813,33.8913,-105,153,-118.3748,11,2,0,19,47,18,0.0,1,6,2,3,1009,65,3,8930
35,3,115,20500813,33.8433,-172,201,-118.4418,11,2,0,19,6,26,1.0,2,6,5,5,1009,65,3,8931
35,3,126,20500813,33.9473,62,97,-118.2078,9,2,0,19,30,11,0.0,1,5,7,4,1009,65,3,8932
35,3,134,20500813,33.8573,164,187,-118.1058,9,2,0,19,0,24,1.0,2,1,5,5,1009,65,3,8933
35,3,137,20500813,34.0553,118,-11,-118.1518,8,2,0,19,31,11,1.0,1,5,2,4,1009,65,3,8934
35,3,190,20500813,34.0413,115,3,-118.1548,4,2,0,19,19,11,0.0,1,5,2,4,1009,65,3,8935
7,4,201,20500813,34.0443,0,0,-118.2698,3,2,0,19,18,0,1.0,1,4,4,1,1009,65,3,8936
35,3,220,20500813,33.9063,-149,138,-118.4188,1,2,0,19,36,20,0.0,1,6,2,3,1009,65,3,8937
27,4,229,20500813,34.0443,0,0,-118.2698,0,2,0,19,58,0,1.0,1,4,4,1,1009,65,3,8938
35,3,238,20500813,33.8293,144,215,-118.1258,0,2,0,19,41,25,,2,1,5,5,1009,65,3,8939
35,3,280,20500813,34.0013,-149,43,-118.4188,8,3,0,19,43,15,,1,3,2,4,1009,65,3,8940
35,3,314,20500813,33.9723,227,72,-118.0428,3,3,0,19,59,23,,2,5,1,5,1009,65,3,8941
42,1,363,20500813,34.0443,0,0,-118.2698,11,4,0,19,52,0,1.0,1,4,4,1,1009,65,3,8942
35,3,391,20500813,33.7833,-8,261,-118.2778,8,4,0,19,5,26,0.0,2,4,5,5,1009,65,3,8943
35,3,399,20500813,33.8453,-168,199,-118.4378,7,4,0,19,31,26,,2,6,5,5,1009,65,3,8944
35,3,402,20500813,33.9143,204,130,-118.0658,6,4,0,19,50,24,1.0,2,1,5,5,1009,65,3,8945
35,3,405,20500813,33.8943,-218,150,-118.4878,6,4,0,19,10,26,0.0,2,6,5,5,1009,65,3,8946
35,3,415,20500813,33.8473,-153,197,-118.4228,5,4,0,19,40,24,0.0,2,6,5,5,1009,65,3,8947
35,3,438,20500813,34.0533,140,-9,-118.1298,4,4,0,19,7,14,1.0,1,5,2,4,1009,65,3,8948
35,3,445,20500813,34.0393,138,5,-118.1318,3,4,0,19,7,13,,1,5,2,4,1009,65,3,8949
35,3,448,20500813,33.8613,177,183,-118.0928,2,4,0,19,55,25,,2,1,5,5,1009,65,3,8950
35,3,457,20500813,34.0473,-192,-3,-118.4618,2,4,0,19,41,19,0.0,1,3,2,3,1009,65,3,8951
35,3,479,20500813,34.0363,-191,8,-118.4608,1,4,0,19,42,19,0.0,1,3,2,3,1009,65,3,8952
35,3,13,20500826,34.0133,182,31,-118.0878,10,1,0,19,48,18,0.0,1,5,2,3,302,12,28,8953
7,4,28,20500826,34.0443,0,0,-118.2698,8,1,0,19,47,0,0.0,1,4,4,1,302,12,28,8954
35,3,34,20500826,33.8273,-168,217,-118.4378,8,1,0,19,32,27,1.0,2,6,5,5,302,12,28,8955
35,3,45,20500826,33.8343,151,210,-118.1188,6,1,0,19,50,25,1.0,2,1,5,5,302,12,28,8956
35,3,49,20500826,33.8453,177,199,-118.0928,6,1,0,19,19,26,0.0,2,1,5,5,302,12,28,8957
39,3,74,20500826,33.9453,-103,99,-118.3728,3,1,0,19,46,14,,1,3,2,4,302,12,28,8958
35,3,96,20500826,33.8433,-159,201,-118.4288,1,1,0,19,52,25,0.0,2,6,5,5,302,12,28,8959
19,4,117,20500826,34.0443,0,0,-118.2698,0,1,0,19,11,0,1.0,1,4,4,1,302,12,28,8960
35,3,168,20500826,33.8863,-110,158,-118.3798,7,2,0,19,15,19,0.0,1,6,2,3,302,12,28,8961
7,4,176,20500826,34.0443,0,0,-118.2698,6,2,0,19,45,0,1.0,1,4,4,1,302,12,28,8962
7,4,180,20500826,34.0443,0,0,-118.2698,6,2,0,19,16,0,1.0,1,4,4,1,302,12,28,8963
35,3,196,20500826,33.9573,225,87,-118.0448,5,2,0,19,27,24,1.0,2,5,1,5,302,12,28,8964
19,4,220,20500826,34.0443,0,0,-118.2698,2,2,0,19,25,0,1.0,1,4,4,1,302,12,28,8965
35,3,222,20500826,33.8173,143,227,-118.1268,1,2,0,19,59,26,0.0,2,1,5,5,302,12,28,8966
7,4,281,20500826,34.0443,0,0,-118.2698,8,3,0,19,16,0,,1,4,4,1,302,12,28,8967
35,3,283,20500826,33.8143,108,230,-118.1618,7,3,0,19,46,25,0.0,2,1,5,5,302,12,28,8968
35,3,311,20500826,33.9633,-130,81,-118.3998,5,3,0,19,24,15,0.0,1,3,2,4,302,12,28,8969
53,3,316,20500826,33.9733,-54,71,-118.3238,4,3,0,19,53,8,1.0,1,3,7,4,302,12,28,8970
19,4,341,20500826,34.0443,0,0,-118.2698,2,3,0,19,58,0,0.0,1,4,4,1,302,12,28,8971
7,4,379,20500826,34.0443,0,0,-118.2698,0,3,0,19,28,0,1.0,1,4,4,1,302,12,28,8972
35,3,472,20500826,33.8353,-184,209,-118.4538,3,4,0,19,28,27,0.0,2,6,5,5,302,12,28,8973
35,3,510,20500826,33.9983,36,46,-118.2338,0,4,0,19,25,5,0.0,1,4,7,1,302,12,28,8974
28,3,539,20500826,33.8503,-84,194,-118.3538,0,4,0,19,0,21,,1,6,2,3,302,12,28,8975
35,3,4,20500841,33.9093,74,135,-118.1958,11,1,0,19,29,15,1.0,1,4,7,4,52,38,26,8976
27,4,58,20500841,34.0443,0,0,-118.2698,3,1,0,19,45,0,1.0,1,4,4,1,52,38,26,8977
35,3,92,20500841,33.8833,-181,161,-118.4508,0,1,0,19,30,24,1.0,2,6,5,5,52,38,26,8978
35,3,171,20500841,33.9763,154,68,-118.1158,5,2,0,19,23,16,,1,5,2,3,52,38,26,8979
35,3,207,20500841,33.8323,-141,212,-118.4108,0,2,0,19,29,25,,2,6,5,5,52,38,26,8980
35,3,216,20500841,33.8933,-107,151,-118.3768,0,2,0,19,1,18,0.0,1,6,2,3,52,38,26,8981
35,3,253,20500841,33.8683,174,176,-118.0958,7,3,0,19,46,24,1.0,2,1,5,5,52,38,26,8982
35,3,269,20500841,33.8433,-158,201,-118.4278,6,3,0,19,47,25,0.0,2,6,5,5,52,38,26,8983
53,3,299,20500841,34.0673,159,-23,-118.1108,3,3,0,19,18,16,1.0,1,5,2,3,52,38,26,8984
35,3,362,20500841,34.0083,-172,36,-118.4418,9,4,0,19,35,17,1.0,1,3,2,3,52,38,26,8985
35,3,384,20500841,33.8123,151,232,-118.1188,7,4,0,19,26,27,0.0,2,1,5,5,52,38,26,8986
35,3,390,20500841,33.8533,79,191,-118.1908,7,4,0,19,6,20,1.0,1,1,2,3,52,38,26,8987
24,2,394,20500841,34.0093,-10,35,-118.2798,6,4,0,19,5,3,0.0,1,4,4,1,52,38,26,8988
35,3,409,20500841,33.8453,-62,199,-118.3318,5,4,0,19,8,20,1.0,1,4,2,3,52,38,26,8989
35,3,413,20500841,33.9033,204,141,-118.0658,4,4,0,19,26,24,0.0,2,1,5,5,52,38,26,8990
35,3,423,20500841,33.8423,195,202,-118.0748,3,4,0,19,16,28,,2,1,5,5,52,38,26,8991
27,4,425,20500841,34.0443,0,0,-118.2698,2,4,0,19,27,0,1.0,1,4,4,1,52,38,26,8992
35,3,432,20500841,33.8603,102,184,-118.1678,1,4,0,19,53,21,0.0,1,1,2,3,52,38,26,8993
35,3,442,20500841,33.8243,-108,220,-118.3778,0,4,0,19,31,24,0.0,2,6,5,5,52,38,26,8994
35,3,444,20500841,33.8153,187,229,-118.0828,0,4,0,19,14,29,,2,1,5,5,52,38,26,8995
35,3,94,20500852,33.9223,218,122,-118.0518,1,1,0,19,13,24,,2,1,5,5,842,72,24,8996
35,3,103,20500852,34.0183,179,26,-118.0908,0,1,0,19,28,18,0.0,1,5,2,3,842,72,24,8997
7,4,107,20500852,34.0443,0,0,-118.2698,0,1,0,19,1,0,,1,4,4,1,842,72,24,8998
35,3,148,20500852,34.0453,-123,-1,-118.3928,8,2,0,19,21,12,0.0,1,3,2,4,842,72,24,8999
35,3,155,20500852,33.9353,146,109,-118.1238,6,2,0,19,59,18,,1,1,2,3,842,72,24,9000
7,4,158,20500852,34.0113,11,33,-118.2588,6,2,0,19,23,3,,1,4,4,1,842,72,24,9001
35,3,161,20500852,34.0443,212,0,-118.0578,6,2,0,19,19,21,,1,5,2,3,842,72,24,9002
7,4,163,20500852,34.0443,0,0,-118.2698,6,2,0,19,6,0,0.0,1,4,4,1,842,72,24,9003
35,3,169,20500852,33.8703,-168,174,-118.4378,5,2,0,19,40,24,0.0,2,6,5,5,842,72,24,9004
56,1,172,20500852,34.0443,0,0,-118.2698,4,2,0,19,45,0,0.0,1,4,4,1,842,72,24,9005
35,3,190,20500852,33.8983,92,146,-118.1778,2,2,0,19,30,17,0.0,1,1,2,3,842,72,24,9006
55,3,193,20500852,34.0223,69,22,-118.2008,2,2,0,19,2,7,1.0,1,4,7,1,842,72,24,9007
35,3,205,20500852,33.8963,-163,148,-118.4328,0,2,0,19,50,22,0.0,1,6,2,3,842,72,24,9008
35,3,231,20500852,33.8453,0,199,-118.2698,11,3,0,19,6,19,1.0,1,4,2,3,842,72,24,9009
35,3,234,20500852,34.0083,-204,36,-118.4738,10,3,0,19,34,20,1.0,1,3,2,3,842,72,24,9010
35,3,237,20500852,33.8113,66,233,-118.2038,10,3,0,19,8,24,0.0,2,4,5,5,842,72,24,9011
35,3,244,20500852,33.9763,-187,68,-118.4568,9,3,0,19,4,19,0.0,1,3,2,3,842,72,24,9012
39,3,265,20500852,33.9113,-54,133,-118.3238,7,3,0,19,13,14,1.0,1,4,7,4,842,72,24,9013
35,3,272,20500852,33.8833,-166,161,-118.4358,6,3,0,19,23,23,1.0,1,6,2,3,842,72,24,9014
35,3,290,20500852,33.8353,54,209,-118.2158,4,3,0,19,46,21,1.0,1,4,2,3,842,72,24,9015
35,3,316,20500852,33.9043,-222,140,-118.4918,2,3,0,19,2,26,0.0,2,6,5,5,842,72,24,9016
35,3,396,20500852,33.8253,67,219,-118.2028,6,4,0,19,32,22,1.0,1,4,2,3,842,72,24,9017
39,3,410,20500852,34.0213,-54,23,-118.3238,4,4,0,19,48,5,0.0,1,4,7,1,842,72,24,9018
35,3,423,20500852,33.8403,26,204,-118.2438,3,4,0,19,20,20,1.0,1,4,2,3,842,72,24,9019
35,3,427,20500852,33.9553,16,89,-118.2538,2,4,0,19,46,9,0.0,1,4,7,4,842,72,24,9020
35,3,453,20500852,33.8383,-138,206,-118.4078,0,4,0,19,46,24,0.0,2,6,5,5,842,72,24,9021
35,3,466,20500852,33.8913,-194,153,-118.4638,0,4,0,19,4,24,0.0,2,6,5,5,842,72,24,9022
35,3,2,20500865,33.9653,212,79,-118.0578,11,1,0,19,39,22,0.0,1,5,2,3,349,3,8,9023
35,3,75,20500865,33.8933,125,151,-118.1448,4,1,0,19,47,19,,1,1,2,3,349,3,8,9024
35,3,77,20500865,33.8473,179,197,-118.0908,4,1,0,19,33,26,1.0,2,1,5,5,349,3,8,9025
35,3,80,20500865,34.0583,-238,-14,-118.5078,4,1,0,19,8,23,,2,3,6,5,349,3,8,9026
35,3,100,20500865,33.9703,-130,74,-118.3998,2,1,0,19,41,14,,1,3,2,4,349,3,8,9027
28,3,105,20500865,34.0453,164,-1,-118.1058,2,1,0,19,7,16,0.0,1,5,2,3,349,3,8,9028
28,3,112,20500865,33.9833,15,61,-118.2548,1,1,0,19,3,6,1.0,1,4,7,1,349,3,8,9029
28,3,122,20500865,34.0453,-204,-1,-118.4738,0,1,0,19,2,20,1.0,1,3,2,3,349,3,8,9030
35,3,124,20500865,33.8023,-161,242,-118.4308,0,1,0,19,0,29,0.0,2,6,5,5,349,3,8,9031
35,3,158,20500865,33.8983,140,146,-118.1298,9,2,0,19,22,20,1.0,1,1,2,3,349,3,8,9032
28,3,168,20500865,34.0473,186,-3,-118.0838,8,2,0,19,7,18,0.0,1,5,2,3,349,3,8,9033
35,3,173,20500865,33.8573,-62,187,-118.3318,7,2,0,19,12,19,,1,6,2,3,349,3,8,9034
53,3,278,20500865,33.8453,151,199,-118.1188,11,3,0,19,15,24,1.0,2,1,5,5,349,3,8,9035
53,3,288,20500865,34.0423,181,2,-118.0888,9,3,0,19,59,18,0.0,1,5,2,3,349,3,8,9036
35,3,294,20500865,34.0133,31,31,-118.2388,9,3,0,19,24,4,0.0,1,4,7,1,349,3,8,9037
35,3,298,20500865,33.8353,156,209,-118.1138,9,3,0,19,7,26,,2,1,5,5,349,3,8,9038
28,3,348,20500865,33.8863,-75,158,-118.3448,4,3,0,19,14,17,1.0,1,6,2,3,349,3,8,9039
7,4,369,20500865,34.0343,-13,10,-118.2828,2,3,0,19,51,1,0.0,1,4,4,1,349,3,8,9040
35,3,385,20500865,33.9343,148,110,-118.1218,1,3,0,19,48,18,0.0,1,1,2,3,349,3,8,9041
35,3,393,20500865,33.8383,161,206,-118.1088,0,3,0,19,59,26,1.0,2,1,5,5,349,3,8,9042
35,3,398,20500865,33.8353,158,209,-118.1118,0,3,0,19,15,26,0.0,2,1,5,5,349,3,8,9043
35,3,439,20500865,34.0343,167,10,-118.1028,9,4,0,19,17,16,0.0,1,5,2,3,349,3,8,9044
35,3,441,20500865,33.8063,125,238,-118.1448,8,4,0,19,59,26,0.0,2,1,5,5,349,3,8,9045
16,4,444,20500865,34.0343,-20,10,-118.2898,8,4,0,19,37,2,1.0,1,4,4,1,349,3,8,9046
35,3,453,20500865,33.9033,-169,141,-118.4388,7,4,0,19,49,22,0.0,1,6,2,3,349,3,8,9047
35,3,461,20500865,33.9723,71,72,-118.1988,6,4,0,19,21,10,0.0,1,5,7,4,349,3,8,9048
28,3,472,20500865,33.9703,130,74,-118.1398,5,4,0,19,2,14,1.0,1,5,2,4,349,3,8,9049
35,3,498,20500865,33.8683,8,176,-118.2618,2,4,0,19,50,17,,1,4,2,3,349,3,8,9050
53,3,507,20500865,34.0493,186,-5,-118.0838,1,4,0,19,56,18,1.0,1,5,2,3,349,3,8,9051
39,3,15,20500873,33.9683,103,76,-118.1668,8,1,0,19,55,12,,1,5,2,4,765,20,23,9052
27,4,31,20500873,34.0443,0,0,-118.2698,6,1,0,19,53,0,1.0,1,4,4,1,765,20,23,9053
35,3,41,20500873,33.8423,-20,202,-118.2898,5,1,0,19,32,20,,1,4,2,3,765,20,23,9054
35,3,61,20500873,33.9143,-138,130,-118.4078,3,1,0,19,2,18,0.0,1,6,2,3,765,20,23,9055
35,3,72,20500873,34.0263,163,18,-118.1068,2,1,0,19,28,16,1.0,1,5,2,3,765,20,23,9056
19,4,78,20500873,34.0133,8,31,-118.2618,1,1,0,19,28,3,1.0,1,4,4,1,765,20,23,9057
35,3,85,20500873,33.9163,-13,128,-118.2828,0,1,0,19,47,12,1.0,1,4,7,4,765,20,23,9058
35,3,90,20500873,33.9733,-66,71,-118.3358,0,1,0,19,28,9,1.0,1,3,7,4,765,20,23,9059
35,3,136,20500873,33.8943,143,150,-118.1268,7,2,0,19,36,20,0.0,1,1,2,3,765,20,23,9060
19,4,154,20500873,34.0443,0,0,-118.2698,6,2,0,19,33,0,0.0,1,4,4,1,765,20,23,9061
35,3,158,20500873,33.8073,128,237,-118.1418,6,2,0,19,29,26,0.0,2,1,5,5,765,20,23,9062
35,3,226,20500873,33.9093,-97,135,-118.3668,11,3,0,19,11,16,0.0,1,6,2,3,765,20,23,9063
35,3,241,20500873,33.8653,107,179,-118.1628,9,3,0,19,14,20,1.0,1,1,2,3,765,20,23,9064
35,3,243,20500873,33.8023,158,242,-118.1118,8,3,0,19,39,28,0.0,2,1,5,5,765,20,23,9065
53,3,258,20500873,34.0423,161,2,-118.1088,6,3,0,19,55,16,1.0,1,5,2,3,765,20,23,9066
35,3,261,20500873,33.8893,-133,155,-118.4028,6,3,0,19,24,20,1.0,1,6,2,3,765,20,23,9067
53,3,277,20500873,34.0273,-118,17,-118.3878,5,3,0,19,1,11,0.0,1,3,2,4,765,20,23,9068
35,3,281,20500873,33.8153,128,229,-118.1418,4,3,0,19,32,26,1.0,2,1,5,5,765,20,23,9069
35,3,353,20500873,33.9733,144,71,-118.1258,8,4,0,19,26,16,0.0,1,5,2,3,765,20,23,9070
42,1,373,20500873,34.0443,0,0,-118.2698,6,4,0,19,46,0,1.0,1,4,4,1,765,20,23,9071
35,3,380,20500873,34.0113,97,33,-118.1728,5,4,0,19,28,10,0.0,1,5,2,4,765,20,23,9072
35,3,384,20500873,34.0393,194,5,-118.0758,5,4,0,19,25,19,1.0,1,5,2,3,765,20,23,9073
19,4,388,20500873,34.0443,0,0,-118.2698,4,4,0,19,52,0,0.0,1,4,4,1,765,20,23,9074
35,3,391,20500873,33.9323,-48,112,-118.3178,4,4,0,19,39,12,0.0,1,4,7,4,765,20,23,9075
35,3,395,20500873,33.8893,126,155,-118.1438,4,4,0,19,9,19,1.0,1,1,2,3,765,20,23,9076
35,3,397,20500873,34.0493,-97,-5,-118.3668,3,4,0,19,36,9,0.0,1,3,2,4,765,20,23,9077
38,4,41,20500888,34.0443,0,0,-118.2698,5,1,0,19,30,0,,1,4,4,1,91,44,2,9078
42,1,43,20500888,34.0443,0,0,-118.2698,5,1,0,19,4,0,1.0,1,4,4,1,91,44,2,9079
35,3,67,20500888,33.9323,128,112,-118.1418,3,1,0,19,15,17,1.0,1,1,2,3,91,44,2,9080
35,3,70,20500888,34.0573,-182,-13,-118.4518,2,1,0,19,47,18,0.0,1,3,2,3,91,44,2,9081
19,4,75,20500888,34.0443,0,0,-118.2698,2,1,0,19,37,0,1.0,1,4,4,1,91,44,2,9082
28,3,77,20500888,33.9993,43,45,-118.2268,2,1,0,19,7,6,1.0,1,4,7,1,91,44,2,9083
35,3,90,20500888,33.8113,121,233,-118.1488,0,1,0,19,20,26,0.0,2,1,5,5,91,44,2,9084
35,3,136,20500888,33.9493,-158,95,-118.4278,6,2,0,19,29,18,0.0,1,3,2,3,91,44,2,9085
19,4,140,20500888,34.0443,0,0,-118.2698,5,2,0,19,55,0,0.0,1,4,4,1,91,44,2,9086
35,3,152,20500888,33.8403,11,204,-118.2588,5,2,0,19,26,20,1.0,1,4,2,3,91,44,2,9087
35,3,184,20500888,33.9933,-64,51,-118.3338,2,2,0,19,7,8,1.0,1,3,7,4,91,44,2,9088
35,3,200,20500888,34.0143,-138,30,-118.4078,0,2,0,19,37,14,0.0,1,3,2,4,91,44,2,9089
7,4,207,20500888,34.0443,0,0,-118.2698,0,2,0,19,0,0,1.0,1,4,4,1,91,44,2,9090
35,3,224,20500888,33.9373,-189,107,-118.4588,10,3,0,19,14,21,0.0,1,3,2,3,91,44,2,9091
46,1,227,20500888,34.0443,0,0,-118.2698,9,3,0,19,50,0,1.0,1,4,4,1,91,44,2,9092
35,3,231,20500888,33.9323,-195,112,-118.4648,9,3,0,19,12,22,0.0,1,3,2,3,91,44,2,9093
35,3,235,20500888,34.0273,75,17,-118.1948,8,3,0,19,47,7,0.0,1,4,7,1,91,44,2,9094
35,3,245,20500888,34.0493,138,-5,-118.1318,7,3,0,19,43,13,0.0,1,5,2,4,91,44,2,9095
38,4,251,20500888,34.0443,0,0,-118.2698,6,3,0,19,46,0,1.0,1,4,4,1,91,44,2,9096
35,3,256,20500888,34.0623,-99,-18,-118.3688,6,3,0,19,5,10,,1,3,2,4,91,44,2,9097
35,3,263,20500888,33.8453,23,199,-118.2468,5,3,0,19,19,20,0.0,1,4,2,3,91,44,2,9098
7,4,267,20500888,34.0443,0,0,-118.2698,4,3,0,19,54,0,1.0,1,4,4,1,91,44,2,9099
27,4,283,20500888,34.0443,0,0,-118.2698,3,3,0,19,18,0,1.0,1,4,4,1,91,44,2,9100
35,3,301,20500888,33.7793,-10,265,-118.2798,1,3,0,19,6,26,0.0,2,4,5,5,91,44,2,9101
55,3,310,20500888,34.0293,151,15,-118.1188,0,3,0,19,0,15,1.0,1,5,2,4,91,44,2,9102
35,3,369,20500888,33.8323,-189,212,-118.4588,6,4,0,19,10,28,0.0,2,6,5,5,91,44,2,9103
35,3,401,20500888,33.8343,159,210,-118.1108,4,4,0,19,25,26,1.0,1,1,5,5,91,44,2,9104
35,3,403,20500888,33.7973,-72,247,-118.3418,3,4,0,19,49,25,1.0,2,4,5,5,91,44,2,9105
35,3,405,20500888,33.7863,80,258,-118.1898,3,4,0,19,8,27,1.0,2,4,5,5,91,44,2,9106
35,3,408,20500888,33.7993,-103,245,-118.3728,2,4,0,19,33,26,1.0,2,6,5,5,91,44,2,9107
35,3,415,20500888,33.7923,11,252,-118.2588,1,4,0,19,38,25,0.0,2,4,5,5,91,44,2,9108
35,3,433,20500888,33.9063,-200,138,-118.4698,0,4,0,19,10,24,,2,6,5,5,91,44,2,9109
35,3,4,20500903,33.8963,126,148,-118.1438,11,1,0,19,23,19,0.0,1,1,2,3,1296,27,29,9110
19,4,9,20500903,34.0443,0,0,-118.2698,11,1,0,19,1,0,1.0,1,4,4,1,1296,27,29,9111
28,3,12,20500903,33.9123,-75,132,-118.3448,10,1,0,19,37,15,,1,4,7,4,1296,27,29,9112
35,3,16,20500903,33.8353,6,209,-118.2638,10,1,0,19,0,20,0.0,1,4,2,3,1296,27,29,9113
35,3,49,20500903,33.9343,97,110,-118.1728,6,1,0,19,5,14,1.0,1,5,2,4,1296,27,29,9114
35,3,53,20500903,33.8383,-148,206,-118.4178,5,1,0,19,47,25,,2,6,5,5,1296,27,29,9115
35,3,64,20500903,34.0413,171,3,-118.0988,4,1,0,19,55,17,0.0,1,5,2,3,1296,27,29,9116
35,3,87,20500903,33.9453,-161,99,-118.4308,1,1,0,19,55,18,0.0,1,3,2,3,1296,27,29,9117
35,3,91,20500903,33.8613,-199,183,-118.4688,1,1,0,19,23,27,1.0,2,6,5,5,1296,27,29,9118
35,3,153,20500903,34.0223,117,22,-118.1528,7,2,0,19,22,11,0.0,1,5,2,4,1296,27,29,9119
19,4,185,20500903,34.0443,0,0,-118.2698,4,2,0,19,25,0,0.0,1,4,4,1,1296,27,29,9120
35,3,191,20500903,33.8583,-92,186,-118.3618,4,2,0,19,3,20,0.0,1,6,2,3,1296,27,29,9121
19,4,205,20500903,34.0443,0,0,-118.2698,2,2,0,19,43,0,0.0,1,4,4,1,1296,27,29,9122
35,3,221,20500903,33.8303,-141,214,-118.4108,1,2,0,19,39,25,0.0,2,6,5,5,1296,27,29,9123
35,3,268,20500903,33.8353,120,209,-118.1498,11,3,0,19,6,24,0.0,2,1,5,5,1296,27,29,9124
19,4,276,20500903,34.0443,0,0,-118.2698,10,3,0,19,6,0,,1,4,4,1,1296,27,29,9125
19,4,278,20500903,34.0443,0,0,-118.2698,10,3,0,19,3,0,0.0,1,4,4,1,1296,27,29,9126
53,3,297,20500903,33.9883,-34,56,-118.3038,7,3,0,19,48,6,1.0,1,4,7,1,1296,27,29,9127
27,4,305,20500903,34.0443,0,0,-118.2698,6,3,0,19,40,0,0.0,1,4,4,1,1296,27,29,9128
19,4,310,20500903,34.0443,0,0,-118.2698,6,3,0,19,15,0,0.0,1,4,4,1,1296,27,29,9129
35,3,318,20500903,33.8253,118,219,-118.1518,5,3,0,19,33,24,0.0,2,1,5,5,1296,27,29,9130
35,3,326,20500903,33.9993,-176,45,-118.4458,5,3,0,19,5,18,0.0,1,3,2,3,1296,27,29,9131
35,3,379,20500903,33.9733,117,71,-118.1528,10,4,0,19,59,13,,1,5,2,4,1296,27,29,9132
35,3,403,20500903,33.8733,133,171,-118.1368,8,4,0,19,12,21,1.0,1,1,2,3,1296,27,29,9133
35,3,405,20500903,33.9883,-56,56,-118.3258,7,4,0,19,49,7,0.0,1,4,7,1,1296,27,29,9134
35,3,417,20500903,33.9863,-159,58,-118.4288,7,4,0,19,9,16,0.0,1,3,2,3,1296,27,29,9135
35,3,429,20500903,33.9673,56,77,-118.2138,5,4,0,19,54,9,,1,5,7,4,1296,27,29,9136
35,3,438,20500903,34.0423,207,2,-118.0628,5,4,0,19,9,20,1.0,1,5,2,3,1296,27,29,9137
21,1,440,20500903,34.0443,0,0,-118.2698,4,4,0,19,47,0,1.0,1,4,4,1,1296,27,29,9138
35,3,447,20500903,33.9443,-207,100,-118.4768,3,4,0,19,31,22,,1,3,2,3,1296,27,29,9139
35,3,456,20500903,33.8123,56,232,-118.2138,2,4,0,19,19,23,,2,4,5,5,1296,27,29,9140
35,3,458,20500903,33.9753,163,69,-118.1068,1,4,0,19,38,17,1.0,1,5,2,3,1296,27,29,9141
28,3,463,20500903,34.0243,189,20,-118.0808,0,4,0,19,59,19,,1,5,2,3,1296,27,29,9142
35,3,39,20500916,33.9883,-97,56,-118.3668,6,1,0,19,3,11,,1,3,2,4,437,55,2,9143
35,3,68,20500916,34.0083,3,36,-118.2668,3,1,0,19,11,3,1.0,1,4,4,1,437,55,2,9144
35,3,78,20500916,33.9623,136,82,-118.1338,1,1,0,19,58,15,0.0,1,5,2,4,437,55,2,9145
35,3,92,20500916,33.8683,-169,176,-118.4388,0,1,0,19,24,24,0.0,2,6,5,5,437,55,2,9146
39,3,94,20500916,34.0133,44,31,-118.2258,0,1,0,19,2,5,,1,4,7,1,437,55,2,9147
35,3,100,20500916,33.9443,-126,100,-118.3958,11,2,0,19,47,16,0.0,1,6,2,3,437,55,2,9148
53,3,108,20500916,34.0273,118,17,-118.1518,10,2,0,19,46,11,0.0,1,5,2,4,437,55,2,9149
